pos1 40.8976, pos2 -146.655, pos3 37.1572
0.68 , 37.1571 , 40.8974 , -146.655
0.69 , 36.9858 , 39.9789 , -146.209
0.69 , 37.1571 , 40.8974 , -146.655
0.7 , 36.9858 , 39.9789 , -146.185
0.7 , 37.1571 , 40.8974 , -146.655
0.71 , 36.9621 , 39.9789 , -146.114
0.71 , 37.1571 , 40.8974 , -146.655
0.72 , 36.9621 , 39.9551 , -145.972
0.72 , 37.1571 , 40.8974 , -146.655
0.73 , 36.9621 , 40.0026 , -145.924
0.73 , 37.1571 , 40.8974 , -146.655
0.74 , 36.9621 , 39.9789 , -145.924
0.74 , 37.1571 , 40.8974 , -146.655
0.75 , 36.9621 , 39.9789 , -145.9
0.75 , 37.1571 , 40.8974 , -146.655
0.76 , 36.9858 , 40.0026 , -145.9
0.76 , 37.1571 , 40.8974 , -146.655
0.77 , 36.9621 , 40.0026 , -145.853
0.77 , 37.1571 , 40.8974 , -146.655
0.78 , 36.9621 , 40.0026 , -145.948
0.78 , 37.1571 , 40.8974 , -146.655
0.79 , 36.9621 , 39.9789 , -145.9
0.79 , 37.1571 , 40.8974 , -146.655
0.8 , 36.9621 , 40.0026 , -145.829
0.8 , 37.1571 , 40.8974 , -146.655
0.81 , 36.9858 , 40.0026 , -145.9
0.81 , 37.1571 , 40.8974 , -146.655
0.82 , 36.9621 , 39.9789 , -145.853
0.82 , 37.1571 , 40.8974 , -146.655
0.83 , 36.9621 , 40.0026 , -145.9
0.83 , 37.1571 , 40.8974 , -146.655
0.84 , 37.0096 , 40.0264 , -145.829
0.84 , 37.1571 , 40.8974 , -146.655
0.85 , 36.9858 , 40.0501 , -145.853
0.85 , 37.1571 , 40.8974 , -146.655
0.86 , 37.0096 , 40.0264 , -145.829
0.86 , 37.1571 , 40.8974 , -146.655
0.87 , 37.0096 , 40.0739 , -145.877
0.87 , 37.1571 , 40.8974 , -146.655
0.88 , 36.9858 , 40.0264 , -145.877
0.88 , 37.1571 , 40.8974 , -146.655
0.89 , 37.0096 , 39.9789 , -145.877
0.89 , 37.1571 , 40.8974 , -146.655
0.9 , 37.0333 , 40.0501 , -145.9
0.9 , 37.1571 , 40.8974 , -146.655
0.91 , 36.9858 , 40.0264 , -145.877
0.91 , 37.1571 , 40.8974 , -146.655
0.92 , 36.9858 , 40.0501 , -145.877
0.92 , 37.1571 , 40.8974 , -146.655
0.93 , 36.9858 , 40.0501 , -145.9
0.93 , 37.1571 , 40.8974 , -146.655
0.94 , 36.9858 , 40.0501 , -145.9
0.94 , 37.1571 , 40.8974 , -146.655
0.95 , 36.9621 , 39.9789 , -145.9
0.95 , 37.1571 , 40.8974 , -146.655
0.96 , 36.9621 , 40.0501 , -145.924
0.96 , 37.1571 , 40.8974 , -146.655
0.97 , 36.9858 , 40.0264 , -146.043
0.97 , 37.1571 , 40.8974 , -146.655
0.98 , 36.9858 , 40.0501 , -146.114
0.98 , 37.1571 , 40.8974 , -146.655
0.99 , 36.9858 , 40.0977 , -146.138
0.99 , 37.1571 , 40.8974 , -146.655
1 , 36.9621 , 40.0264 , -146.114
1 , 37.1571 , 40.8974 , -146.655
1.01 , 36.9621 , 40.0501 , -146.138
1.01 , 37.1571 , 40.8974 , -146.655
1.02 , 36.9621 , 40.0501 , -146.138
1.02 , 37.1571 , 40.8974 , -146.655
1.03 , 36.9621 , 40.0739 , -146.114
1.03 , 37.1571 , 40.8974 , -146.655
1.04 , 36.9858 , 40.0026 , -146.138
1.04 , 37.1571 , 40.8974 , -146.655
1.05 , 36.9621 , 40.0501 , -146.162
1.05 , 37.1571 , 40.8974 , -146.655
1.06 , 36.9858 , 40.0739 , -146.138
1.06 , 37.1571 , 40.8974 , -146.655
1.07 , 36.9621 , 40.0026 , -146.162
1.07 , 37.1571 , 40.8974 , -146.655
1.08 , 36.9858 , 40.0501 , -146.138
1.08 , 37.1571 , 40.8974 , -146.655
1.09 , 36.9621 , 40.0501 , -146.162
1.09 , 37.1571 , 40.8974 , -146.655
1.1 , 36.9858 , 40.0264 , -146.114
1.1 , 37.1571 , 40.8974 , -146.655
1.11 , 37.0096 , 40.0264 , -146.185
1.11 , 37.1571 , 40.8974 , -146.655
1.12 , 36.9858 , 40.0739 , -146.138
1.12 , 37.1571 , 40.8974 , -146.655
1.13 , 37.0096 , 40.0264 , -146.138
1.13 , 37.1571 , 40.8974 , -146.655
1.14 , 37.0096 , 39.9789 , -146.138
1.14 , 37.1571 , 40.8974 , -146.655
1.15 , 36.9858 , 39.9551 , -146.138
1.15 , 37.1571 , 40.8974 , -146.655
1.16 , 36.9858 , 39.9551 , -146.043
1.16 , 37.1571 , 40.8974 , -146.655
1.17 , 36.9858 , 39.9076 , -145.995
1.17 , 37.1571 , 40.8974 , -146.655
1.18 , 36.9858 , 39.9314 , -146.019
1.18 , 37.1571 , 40.8974 , -146.655
1.19 , 36.9858 , 39.9551 , -145.853
1.19 , 37.1571 , 40.8974 , -146.655
1.2 , 36.9858 , 39.9551 , -145.877
1.2 , 37.1571 , 40.8974 , -146.655
1.21 , 36.9858 , 39.8839 , -145.829
1.21 , 37.1571 , 40.8974 , -146.655
1.22 , 37.0096 , 39.8839 , -145.853
1.22 , 37.1571 , 40.8974 , -146.655
1.23 , 36.9858 , 39.8839 , -145.829
1.23 , 37.1571 , 40.8974 , -146.655
1.24 , 37.0096 , 39.8839 , -145.853
1.24 , 37.1571 , 40.8974 , -146.655
1.25 , 37.0096 , 39.9076 , -145.829
1.25 , 37.1571 , 40.8974 , -146.655
1.26 , 37.0096 , 39.9076 , -145.853
1.26 , 37.1571 , 40.8974 , -146.655
1.27 , 37.0096 , 39.8601 , -145.829
1.27 , 37.1571 , 40.8974 , -146.655
1.28 , 36.9858 , 39.8364 , -145.853
1.28 , 37.1571 , 40.8974 , -146.655
1.29 , 37.0096 , 39.8839 , -145.829
1.29 , 37.1571 , 40.8974 , -146.655
1.3 , 36.9858 , 39.8839 , -145.877
1.3 , 37.1571 , 40.8974 , -146.655
1.31 , 36.9858 , 39.9314 , -145.829
1.31 , 37.1571 , 40.8974 , -146.655
1.32 , 36.9858 , 39.9314 , -145.877
1.32 , 37.1571 , 40.8974 , -146.655
1.33 , 36.9621 , 39.9314 , -145.829
1.33 , 37.1571 , 40.8974 , -146.655
1.34 , 36.9621 , 39.8839 , -145.853
1.34 , 37.1571 , 40.8974 , -146.655
1.35 , 36.9621 , 39.9789 , -145.877
1.35 , 37.1571 , 40.8974 , -146.655
1.36 , 36.9621 , 39.9789 , -145.924
1.36 , 37.1571 , 40.8974 , -146.655
1.37 , 36.9858 , 40.0026 , -145.972
1.37 , 37.1571 , 40.8974 , -146.655
1.38 , 36.9858 , 40.0026 , -146.067
1.38 , 37.1571 , 40.8974 , -146.655
1.39 , 36.9858 , 40.0264 , -146.09
1.39 , 37.1571 , 40.8974 , -146.655
1.4 , 36.9858 , 40.0501 , -146.09
1.4 , 37.1571 , 40.8974 , -146.655
1.41 , 36.9858 , 40.0739 , -146.114
1.41 , 37.1571 , 40.8974 , -146.655
1.42 , 36.9621 , 40.0977 , -146.114
1.42 , 37.1571 , 40.8974 , -146.655
1.43 , 37.0096 , 40.1452 , -146.114
1.43 , 37.1571 , 40.8974 , -146.655
1.44 , 37.0096 , 40.0977 , -146.114
1.44 , 37.1571 , 40.8974 , -146.655
1.45 , 37.0096 , 40.1452 , -146.138
1.45 , 37.1571 , 40.8974 , -146.655
1.46 , 36.9858 , 40.1214 , -146.114
1.46 , 37.1571 , 40.8974 , -146.655
1.47 , 36.9858 , 40.0977 , -146.138
1.47 , 37.1571 , 40.8974 , -146.655
1.48 , 36.9858 , 40.0977 , -146.114
1.48 , 37.1571 , 40.8974 , -146.655
1.49 , 36.9858 , 40.1214 , -146.138
1.49 , 37.1571 , 40.8974 , -146.655
1.5 , 36.9858 , 40.0977 , -146.114
1.5 , 37.1571 , 40.8974 , -146.655
1.51 , 36.9858 , 40.0977 , -146.138
1.51 , 37.1571 , 40.8974 , -146.655
1.52 , 37.0096 , 40.0977 , -146.114
1.52 , 37.1571 , 40.8974 , -146.655
1.53 , 36.9858 , 40.1214 , -146.162
1.53 , 37.1571 , 40.8974 , -146.655
1.54 , 36.9621 , 40.0739 , -146.09
1.54 , 37.1571 , 40.8974 , -146.655
1.55 , 36.9858 , 40.0026 , -146.019
1.55 , 37.1571 , 40.8974 , -146.655
1.56 , 36.9858 , 40.0264 , -146.09
1.56 , 37.1571 , 40.8974 , -146.655
1.57 , 36.9858 , 40.0026 , -146.09
1.57 , 37.1571 , 40.8974 , -146.655
1.58 , 36.9858 , 40.0026 , -146.114
1.58 , 37.1571 , 40.8974 , -146.655
1.59 , 36.9858 , 39.9076 , -146.09
1.59 , 37.1571 , 40.8974 , -146.655
1.6 , 36.9858 , 39.9076 , -146.09
1.6 , 37.1571 , 40.8974 , -146.655
1.61 , 36.9858 , 39.9076 , -146.019
1.61 , 37.1571 , 40.8974 , -146.655
1.62 , 36.9858 , 39.9314 , -145.948
1.62 , 37.1571 , 40.8974 , -146.655
1.63 , 37.0096 , 39.9076 , -145.877
1.63 , 37.1571 , 40.8974 , -146.655
1.64 , 36.9858 , 39.8364 , -145.877
1.64 , 37.1571 , 40.8974 , -146.655
1.65 , 36.9858 , 39.9076 , -145.805
1.65 , 37.1571 , 40.8974 , -146.655
1.66 , 36.9858 , 39.8126 , -145.853
1.66 , 37.1571 , 40.8974 , -146.655
1.67 , 36.9858 , 39.8601 , -145.853
1.67 , 37.1571 , 40.8974 , -146.655
1.68 , 37.0096 , 39.8364 , -145.853
1.68 , 37.1571 , 40.8974 , -146.655
1.69 , 37.0096 , 39.8839 , -145.853
1.69 , 37.1571 , 40.8974 , -146.655
1.7 , 37.0096 , 39.8601 , -145.877
1.7 , 37.1571 , 40.8974 , -146.655
1.71 , 36.9858 , 39.8601 , -145.829
1.71 , 37.1571 , 40.8974 , -146.655
1.72 , 36.9621 , 39.8839 , -145.782
1.72 , 37.1571 , 40.8974 , -146.655
1.73 , 36.9858 , 39.8601 , -145.829
1.73 , 37.1571 , 40.8974 , -146.655
1.74 , 36.9858 , 39.8601 , -145.829
1.74 , 37.1571 , 40.8974 , -146.655
1.75 , 36.9858 , 39.8601 , -145.829
1.75 , 37.1571 , 40.8974 , -146.655
1.76 , 36.9858 , 39.8601 , -145.829
1.76 , 37.1571 , 40.8974 , -146.655
1.77 , 36.9858 , 39.9076 , -145.829
1.77 , 37.1571 , 40.8974 , -146.655
1.78 , 36.9621 , 39.9076 , -145.853
1.78 , 37.1571 , 40.8974 , -146.655
1.79 , 36.9858 , 39.9314 , -145.877
1.79 , 37.1571 , 40.8974 , -146.655
1.8 , 36.9858 , 40.0264 , -145.924
1.8 , 37.1571 , 40.8974 , -146.655
1.81 , 37.0096 , 40.0739 , -145.972
1.81 , 37.1571 , 40.8974 , -146.655
1.82 , 36.9858 , 40.0739 , -146.043
1.82 , 37.1571 , 40.8974 , -146.655
1.83 , 37.0096 , 40.0977 , -146.067
1.83 , 37.1571 , 40.8974 , -146.655
1.84 , 36.9858 , 40.0977 , -146.043
1.84 , 37.1571 , 40.8974 , -146.655
1.85 , 36.9858 , 40.0977 , -146.09
1.85 , 37.1571 , 40.8974 , -146.655
1.86 , 36.9858 , 40.0977 , -146.067
1.86 , 37.1571 , 40.8974 , -146.655
1.87 , 36.9858 , 40.1452 , -146.114
1.87 , 37.1571 , 40.8974 , -146.655
1.88 , 37.0096 , 40.1214 , -146.067
1.88 , 37.1571 , 40.8974 , -146.655
1.89 , 37.0096 , 40.1214 , -146.09
1.89 , 37.1571 , 40.8974 , -146.655
1.9 , 36.9858 , 40.1214 , -146.114
1.9 , 37.1571 , 40.8974 , -146.655
1.91 , 36.9858 , 40.0977 , -146.09
1.91 , 37.1571 , 40.8974 , -146.655
1.92 , 37.0096 , 40.0977 , -146.114
1.92 , 37.1571 , 40.8974 , -146.655
1.93 , 36.9858 , 40.0739 , -146.09
1.93 , 37.1571 , 40.8974 , -146.655
1.94 , 36.9858 , 40.0264 , -146.114
1.94 , 37.1571 , 40.8974 , -146.655
1.95 , 36.9858 , 40.0739 , -146.09
1.95 , 37.1571 , 40.8974 , -146.655
1.96 , 36.9621 , 40.0501 , -146.138
1.96 , 37.1571 , 40.8974 , -146.655
1.97 , 36.9621 , 40.0264 , -146.114
1.97 , 37.1571 , 40.8974 , -146.655
1.98 , 36.9858 , 40.0739 , -146.09
1.98 , 37.1571 , 40.8974 , -146.655
1.99 , 36.9858 , 39.9314 , -146.114
1.99 , 37.1571 , 40.8974 , -146.655
pos1 -25.0161, pos2 85.3704, pos3 -128.993
0 , 36.3207 , 39.9551 , -146.162
0 , -25.0161 , 85.3704 , -128.993
0.01 , 34.7766 , 40.7865 , -145.306
0.01 , -25.0161 , 85.3704 , -128.993
0.02 , 33.4226 , 42.5444 , -143.121
0.02 , -25.0161 , 85.3704 , -128.993
0.03 , 32.2349 , 43.8984 , -141.625
0.03 , -25.0161 , 85.3704 , -128.993
0.04 , 31.0472 , 45.3474 , -140.864
0.04 , -25.0161 , 85.3704 , -128.993
0.05 , 29.907 , 46.6539 , -139.7
0.05 , -25.0161 , 85.3704 , -128.993
0.06 , 28.5767 , 47.8416 , -138.014
0.06 , -25.0161 , 85.3704 , -128.993
0.07 , 27.5078 , 49.1719 , -137.277
0.07 , -25.0161 , 85.3704 , -128.993
0.08 , 26.225 , 50.3834 , -136.47
0.08 , -25.0161 , 85.3704 , -128.993
0.09 , 24.9898 , 51.5711 , -135.092
0.09 , -25.0161 , 85.3704 , -128.993
0.1 , 23.8258 , 52.7826 , -132.907
0.1 , -25.0161 , 85.3704 , -128.993
0.11 , 22.6856 , 53.9228 , -131.481
0.11 , -25.0161 , 85.3704 , -128.993
0.12 , 21.3791 , 55.1105 , -131.363
0.12 , -25.0161 , 85.3704 , -128.993
0.13 , 20.2389 , 56.3458 , -130.056
0.13 , -25.0161 , 85.3704 , -128.993
0.14 , 19.0511 , 57.6523 , -128.512
0.14 , -25.0161 , 85.3704 , -128.993
0.15 , 17.8397 , 58.8162 , -128.274
0.15 , -25.0161 , 85.3704 , -128.993
0.16 , 16.5807 , 60.1702 , -127.966
0.16 , -25.0161 , 85.3704 , -128.993
0.17 , 15.3454 , 61.2867 , -127.301
0.17 , -25.0161 , 85.3704 , -128.993
0.18 , 14.1102 , 62.5694 , -127.301
0.18 , -25.0161 , 85.3704 , -128.993
0.19 , 12.8274 , 63.8047 , -127.301
0.19 , -25.0161 , 85.3704 , -128.993
0.2 , 11.521 , 65.1587 , -127.301
0.2 , -25.0161 , 85.3704 , -128.993
0.21 , 10.262 , 66.3939 , -127.348
0.21 , -25.0161 , 85.3704 , -128.993
0.22 , 9.07423 , 67.5341 , -127.301
0.22 , -25.0161 , 85.3704 , -128.993
0.23 , 7.81524 , 68.8644 , -127.301
0.23 , -25.0161 , 85.3704 , -128.993
0.24 , 6.55625 , 70.1471 , -127.324
0.24 , -25.0161 , 85.3704 , -128.993
0.25 , 5.36853 , 71.4536 , -127.443
0.25 , -25.0161 , 85.3704 , -128.993
0.26 , 4.15704 , 72.4988 , -127.752
0.26 , -25.0161 , 85.3704 , -128.993
0.27 , 2.99307 , 73.7341 , -128.037
0.27 , -25.0161 , 85.3704 , -128.993
0.28 , 1.71033 , 75.0643 , -128.013
0.28 , -25.0161 , 85.3704 , -128.993
0.29 , 0.617618 , 76.062 , -128.013
0.29 , -25.0161 , 85.3704 , -128.993
0.3 , -0.665127 , 77.416 , -128.013
0.3 , -25.0161 , 85.3704 , -128.993
0.31 , -2.04289 , 78.675 , -128.013
0.31 , -25.0161 , 85.3704 , -128.993
0.32 , -3.20686 , 79.8152 , -128.013
0.32 , -25.0161 , 85.3704 , -128.993
0.33 , -4.53712 , 81.2643 , -128.013
0.33 , -25.0161 , 85.3704 , -128.993
0.34 , -5.79611 , 82.5945 , -128.013
0.34 , -25.0161 , 85.3704 , -128.993
0.35 , -6.86506 , 83.711 , -128.013
0.35 , -25.0161 , 85.3704 , -128.993
0.36 , -8.14781 , 84.97 , -128.037
0.36 , -25.0161 , 85.3704 , -128.993
0.37 , -9.50181 , 85.5638 , -128.013
0.37 , -25.0161 , 85.3704 , -128.993
0.38 , -10.6895 , 85.5638 , -128.037
0.38 , -25.0161 , 85.3704 , -128.993
0.39 , -11.9248 , 85.5638 , -128.013
0.39 , -25.0161 , 85.3704 , -128.993
0.4 , -13.2075 , 85.5401 , -128.013
0.4 , -25.0161 , 85.3704 , -128.993
0.41 , -14.4428 , 85.3738 , -128.013
0.41 , -25.0161 , 85.3704 , -128.993
0.42 , -15.6542 , 85.3263 , -128.013
0.42 , -25.0161 , 85.3704 , -128.993
0.43 , -16.8895 , 85.255 , -128.037
0.43 , -25.0161 , 85.3704 , -128.993
0.44 , -18.1485 , 85.2075 , -128.013
0.44 , -25.0161 , 85.3704 , -128.993
0.45 , -19.3599 , 85.2075 , -128.061
0.45 , -25.0161 , 85.3704 , -128.993
0.46 , -20.6189 , 85.16 , -128.013
0.46 , -25.0161 , 85.3704 , -128.993
0.47 , -21.9254 , 85.1363 , -128.037
0.47 , -25.0161 , 85.3704 , -128.993
0.48 , -23.1369 , 85.16 , -128.013
0.48 , -25.0161 , 85.3704 , -128.993
0.49 , -24.7522 , 85.1838 , -128.037
0.49 , -25.0161 , 85.3704 , -128.993
0.5 , -25.3698 , 85.065 , -128.013
0.5 , -25.0161 , 85.3704 , -128.993
0.51 , -25.3698 , 85.065 , -128.061
0.51 , -25.0161 , 85.3704 , -128.993
0.52 , -25.2748 , 85.065 , -127.989
0.52 , -25.0161 , 85.3704 , -128.993
0.53 , -24.871 , 85.0412 , -128.013
0.53 , -25.0161 , 85.3704 , -128.993
0.54 , -24.8472 , 85.065 , -128.037
0.54 , -25.0161 , 85.3704 , -128.993
0.55 , -24.8235 , 85.065 , -128.061
0.55 , -25.0161 , 85.3704 , -128.993
0.56 , -24.871 , 85.065 , -128.037
0.56 , -25.0161 , 85.3704 , -128.993
0.57 , -24.871 , 85.065 , -128.013
0.57 , -25.0161 , 85.3704 , -128.993
0.58 , -24.871 , 85.065 , -128.013
0.58 , -25.0161 , 85.3704 , -128.993
0.59 , -25.0373 , 85.065 , -128.084
0.59 , -25.0161 , 85.3704 , -128.993
0.6 , -25.061 , 85.0412 , -128.061
0.6 , -25.0161 , 85.3704 , -128.993
0.61 , -25.1561 , 85.0887 , -128.013
0.61 , -25.0161 , 85.3704 , -128.993
0.62 , -25.1561 , 85.0175 , -128.061
0.62 , -25.0161 , 85.3704 , -128.993
0.63 , -25.1323 , 85.0412 , -127.966
0.63 , -25.0161 , 85.3704 , -128.993
0.64 , -25.1323 , 85.0887 , -128.061
0.64 , -25.0161 , 85.3704 , -128.993
0.65 , -24.9185 , 85.0175 , -127.989
0.65 , -25.0161 , 85.3704 , -128.993
0.66 , -24.8948 , 85.065 , -128.084
0.66 , -25.0161 , 85.3704 , -128.993
0.67 , -24.871 , 85.0412 , -128.061
0.67 , -25.0161 , 85.3704 , -128.993
0.68 , -24.8235 , 85.0175 , -127.989
0.68 , -25.0161 , 85.3704 , -128.993
0.69 , -24.8472 , 85.0175 , -128.061
0.69 , -25.0161 , 85.3704 , -128.993
0.7 , -24.871 , 85.0887 , -128.013
0.7 , -25.0161 , 85.3704 , -128.993
0.71 , -25.0135 , 85.0175 , -128.061
0.71 , -25.0161 , 85.3704 , -128.993
0.72 , -25.1323 , 85.0412 , -128.013
0.72 , -25.0161 , 85.3704 , -128.993
0.73 , -25.1323 , 85.0412 , -128.013
0.73 , -25.0161 , 85.3704 , -128.993
0.74 , -25.1323 , 85.0412 , -128.013
0.74 , -25.0161 , 85.3704 , -128.993
0.75 , -25.1085 , 85.0175 , -128.037
0.75 , -25.0161 , 85.3704 , -128.993
0.76 , -25.1085 , 85.0412 , -127.966
0.76 , -25.0161 , 85.3704 , -128.993
0.77 , -25.0135 , 85.065 , -128.037
0.77 , -25.0161 , 85.3704 , -128.993
0.78 , -24.966 , 85.065 , -128.013
0.78 , -25.0161 , 85.3704 , -128.993
0.79 , -24.871 , 85.0412 , -127.989
0.79 , -25.0161 , 85.3704 , -128.993
0.8 , -24.871 , 85.0175 , -128.013
0.8 , -25.0161 , 85.3704 , -128.993
0.81 , -24.871 , 85.0412 , -128.037
0.81 , -25.0161 , 85.3704 , -128.993
0.82 , -24.871 , 85.0175 , -128.013
0.82 , -25.0161 , 85.3704 , -128.993
0.83 , -24.871 , 84.9937 , -127.989
0.83 , -25.0161 , 85.3704 , -128.993
0.84 , -25.0848 , 85.0175 , -128.013
0.84 , -25.0161 , 85.3704 , -128.993
0.85 , -25.1323 , 85.0175 , -127.989
0.85 , -25.0161 , 85.3704 , -128.993
0.86 , -25.1323 , 84.9225 , -128.013
0.86 , -25.0161 , 85.3704 , -128.993
0.87 , -25.1323 , 84.9937 , -127.966
0.87 , -25.0161 , 85.3704 , -128.993
0.88 , -25.1323 , 84.9937 , -127.966
0.88 , -25.0161 , 85.3704 , -128.993
0.89 , -25.1085 , 84.9937 , -127.823
0.89 , -25.0161 , 85.3704 , -128.993
0.9 , -25.0848 , 84.97 , -127.776
0.9 , -25.0161 , 85.3704 , -128.993
0.91 , -24.871 , 85.0175 , -127.776
0.91 , -25.0161 , 85.3704 , -128.993
0.92 , -24.871 , 84.97 , -127.823
0.92 , -25.0161 , 85.3704 , -128.993
0.93 , -24.871 , 84.97 , -127.776
0.93 , -25.0161 , 85.3704 , -128.993
0.94 , -24.871 , 84.97 , -127.776
0.94 , -25.0161 , 85.3704 , -128.993
0.95 , -24.8948 , 84.9462 , -127.776
0.95 , -25.0161 , 85.3704 , -128.993
0.96 , -24.8948 , 84.9937 , -127.799
0.96 , -25.0161 , 85.3704 , -128.993
0.97 , -25.061 , 84.9462 , -127.752
0.97 , -25.0161 , 85.3704 , -128.993
0.98 , -25.061 , 84.9937 , -127.776
0.98 , -25.0161 , 85.3704 , -128.993
0.99 , -25.1561 , 84.9462 , -127.776
0.99 , -25.0161 , 85.3704 , -128.993
1 , -25.1561 , 85.0175 , -127.776
1 , -25.0161 , 85.3704 , -128.993
1.01 , -25.1561 , 84.9937 , -127.823
1.01 , -25.0161 , 85.3704 , -128.993
1.02 , -25.0848 , 84.9937 , -127.752
1.02 , -25.0161 , 85.3704 , -128.993
1.03 , -24.8948 , 84.9937 , -127.823
1.03 , -25.0161 , 85.3704 , -128.993
1.04 , -24.8472 , 85.0175 , -127.776
1.04 , -25.0161 , 85.3704 , -128.993
1.05 , -24.8472 , 84.9462 , -127.776
1.05 , -25.0161 , 85.3704 , -128.993
1.06 , -24.871 , 84.9937 , -127.823
1.06 , -25.0161 , 85.3704 , -128.993
1.07 , -24.871 , 85.0412 , -127.847
1.07 , -25.0161 , 85.3704 , -128.993
1.08 , -24.8948 , 85.065 , -127.823
1.08 , -25.0161 , 85.3704 , -128.993
1.09 , -25.0848 , 85.0175 , -127.871
1.09 , -25.0161 , 85.3704 , -128.993
1.1 , -25.0848 , 85.0175 , -127.966
1.1 , -25.0161 , 85.3704 , -128.993
1.11 , -25.1085 , 85.0175 , -128.108
1.11 , -25.0161 , 85.3704 , -128.993
1.12 , -25.1085 , 84.9937 , -128.203
1.12 , -25.0161 , 85.3704 , -128.993
1.13 , -25.1085 , 85.0412 , -128.441
1.13 , -25.0161 , 85.3704 , -128.993
1.14 , -25.1085 , 85.0412 , -128.393
1.14 , -25.0161 , 85.3704 , -128.993
1.15 , -25.0848 , 85.0175 , -128.393
1.15 , -25.0161 , 85.3704 , -128.993
1.16 , -25.0135 , 85.0412 , -128.393
1.16 , -25.0161 , 85.3704 , -128.993
1.17 , -24.871 , 85.0412 , -128.393
1.17 , -25.0161 , 85.3704 , -128.993
1.18 , -24.8472 , 85.0175 , -128.441
1.18 , -25.0161 , 85.3704 , -128.993
1.19 , -24.8472 , 85.065 , -128.393
1.19 , -25.0161 , 85.3704 , -128.993
1.2 , -24.8472 , 85.065 , -128.393
1.2 , -25.0161 , 85.3704 , -128.993
1.21 , -24.8235 , 84.97 , -128.393
1.21 , -25.0161 , 85.3704 , -128.993
1.22 , -24.9185 , 85.0175 , -128.393
1.22 , -25.0161 , 85.3704 , -128.993
1.23 , -25.1085 , 84.97 , -128.346
1.23 , -25.0161 , 85.3704 , -128.993
1.24 , -25.1085 , 84.9937 , -128.37
1.24 , -25.0161 , 85.3704 , -128.993
1.25 , -25.1323 , 84.9462 , -128.108
1.25 , -25.0161 , 85.3704 , -128.993
1.26 , -25.1323 , 84.9937 , -127.538
1.26 , -25.0161 , 85.3704 , -128.993
1.27 , -25.1323 , 85.0175 , -127.419
1.27 , -25.0161 , 85.3704 , -128.993
1.28 , -25.1085 , 85.0175 , -127.372
1.28 , -25.0161 , 85.3704 , -128.993
1.29 , -24.9423 , 84.97 , -127.443
1.29 , -25.0161 , 85.3704 , -128.993
1.3 , -24.8948 , 84.9937 , -127.396
1.3 , -25.0161 , 85.3704 , -128.993
1.31 , -24.8948 , 84.97 , -127.396
1.31 , -25.0161 , 85.3704 , -128.993
1.32 , -24.871 , 84.9937 , -127.419
1.32 , -25.0161 , 85.3704 , -128.993
1.33 , -24.871 , 84.9937 , -127.419
1.33 , -25.0161 , 85.3704 , -128.993
1.34 , -24.871 , 84.9937 , -127.609
1.34 , -25.0161 , 85.3704 , -128.993
1.35 , -24.871 , 84.9937 , -128.013
1.35 , -25.0161 , 85.3704 , -128.993
1.36 , -24.966 , 84.9225 , -128.037
1.36 , -25.0161 , 85.3704 , -128.993
1.37 , -25.061 , 84.97 , -128.084
1.37 , -25.0161 , 85.3704 , -128.993
1.38 , -25.1085 , 84.9937 , -128.037
1.38 , -25.0161 , 85.3704 , -128.993
1.39 , -25.1085 , 84.9937 , -128.084
1.39 , -25.0161 , 85.3704 , -128.993
1.4 , -25.1085 , 84.97 , -128.061
1.4 , -25.0161 , 85.3704 , -128.993
1.41 , -25.1085 , 84.9937 , -128.084
1.41 , -25.0161 , 85.3704 , -128.993
1.42 , -25.1085 , 84.9937 , -128.037
1.42 , -25.0161 , 85.3704 , -128.993
1.43 , -24.9185 , 85.0175 , -128.108
1.43 , -25.0161 , 85.3704 , -128.993
1.44 , -24.8948 , 85.0412 , -128.037
1.44 , -25.0161 , 85.3704 , -128.993
1.45 , -24.871 , 84.9937 , -128.084
1.45 , -25.0161 , 85.3704 , -128.993
1.46 , -24.871 , 84.9937 , -128.061
1.46 , -25.0161 , 85.3704 , -128.993
1.47 , -24.871 , 84.9225 , -128.084
1.47 , -25.0161 , 85.3704 , -128.993
1.48 , -24.871 , 84.9937 , -128.061
1.48 , -25.0161 , 85.3704 , -128.993
1.49 , -24.8948 , 84.9937 , -128.084
1.49 , -25.0161 , 85.3704 , -128.993
1.5 , -25.061 , 84.97 , -128.061
1.5 , -25.0161 , 85.3704 , -128.993
1.51 , -25.1085 , 84.97 , -128.084
1.51 , -25.0161 , 85.3704 , -128.993
1.52 , -25.1085 , 84.97 , -128.061
1.52 , -25.0161 , 85.3704 , -128.993
1.53 , -25.1085 , 84.97 , -128.108
1.53 , -25.0161 , 85.3704 , -128.993
1.54 , -25.1085 , 84.9462 , -128.061
1.54 , -25.0161 , 85.3704 , -128.993
1.55 , -25.0848 , 84.9937 , -128.084
1.55 , -25.0161 , 85.3704 , -128.993
1.56 , -25.0848 , 84.97 , -128.061
1.56 , -25.0161 , 85.3704 , -128.993
1.57 , -25.0135 , 84.9937 , -128.084
1.57 , -25.0161 , 85.3704 , -128.993
1.58 , -24.9185 , 85.0175 , -128.061
1.58 , -25.0161 , 85.3704 , -128.993
1.59 , -24.8948 , 84.97 , -128.108
1.59 , -25.0161 , 85.3704 , -128.993
1.6 , -24.8948 , 84.9937 , -128.061
