l1 0.093501, l2 0.119783, l3 0.0940253
2.39 , 37.2365 , -113.348 , 34.2325
2.4 , 32.9 , -112.692 , 32.3537
2.4 , 37.2365 , -113.348 , 34.2325
2.41 , 32.8525 , -112.692 , 32.3537
2.41 , 37.2365 , -113.348 , 34.2325
2.42 , 32.9 , -112.692 , 32.3062
2.42 , 37.2365 , -113.348 , 34.2325
2.43 , 32.9 , -112.692 , 32.3537
2.43 , 37.2365 , -113.348 , 34.2325
2.44 , 32.9 , -112.715 , 32.3299
2.44 , 37.2365 , -113.348 , 34.2325
2.45 , 32.9 , -112.692 , 32.3774
2.45 , 37.2365 , -113.348 , 34.2325
2.46 , 32.8763 , -112.692 , 32.3537
2.46 , 37.2365 , -113.348 , 34.2325
2.47 , 32.9 , -112.715 , 32.3062
2.47 , 37.2365 , -113.348 , 34.2325
2.48 , 32.8763 , -112.715 , 32.3774
2.48 , 37.2365 , -113.348 , 34.2325
2.49 , 32.8763 , -112.692 , 32.3299
2.49 , 37.2365 , -113.348 , 34.2325
2.5 , 32.9 , -112.715 , 32.3299
2.5 , 37.2365 , -113.348 , 34.2325
2.51 , 32.8763 , -112.715 , 32.3299
2.51 , 37.2365 , -113.348 , 34.2325
2.52 , 32.9 , -112.692 , 32.3537
2.52 , 37.2365 , -113.348 , 34.2325
2.53 , 32.9 , -112.692 , 32.3537
2.53 , 37.2365 , -113.348 , 34.2325
2.54 , 32.8763 , -112.715 , 32.3299
2.54 , 37.2365 , -113.348 , 34.2325
2.55 , 32.9 , -112.715 , 32.3299
2.55 , 37.2365 , -113.348 , 34.2325
2.56 , 32.9 , -112.644 , 32.3299
2.56 , 37.2365 , -113.348 , 34.2325
2.57 , 32.9 , -112.692 , 32.3299
2.57 , 37.2365 , -113.348 , 34.2325
2.58 , 32.9238 , -112.692 , 32.3537
2.58 , 37.2365 , -113.348 , 34.2325
2.59 , 32.8763 , -112.692 , 32.3537
2.59 , 37.2365 , -113.348 , 34.2325
2.6 , 32.9 , -112.715 , 32.3537
2.6 , 37.2365 , -113.348 , 34.2325
2.61 , 32.8763 , -112.715 , 32.4012
2.61 , 37.2365 , -113.348 , 34.2325
2.62 , 32.9 , -112.692 , 32.3537
2.62 , 37.2365 , -113.348 , 34.2325
2.63 , 32.9 , -112.692 , 32.3299
2.63 , 37.2365 , -113.348 , 34.2325
2.64 , 32.9 , -112.692 , 32.3537
2.64 , 37.2365 , -113.348 , 34.2325
2.65 , 32.8763 , -112.715 , 32.3774
2.65 , 37.2365 , -113.348 , 34.2325
2.66 , 32.9 , -112.692 , 32.3537
2.66 , 37.2365 , -113.348 , 34.2325
2.67 , 32.8763 , -112.692 , 32.3299
2.67 , 37.2365 , -113.348 , 34.2325
2.68 , 32.9 , -112.715 , 32.3299
2.68 , 37.2365 , -113.348 , 34.2325
2.69 , 32.9 , -112.692 , 32.3299
2.69 , 37.2365 , -113.348 , 34.2325
2.7 , 32.9 , -112.692 , 32.3299
2.7 , 37.2365 , -113.348 , 34.2325
2.71 , 32.8763 , -112.692 , 32.3537
2.71 , 37.2365 , -113.348 , 34.2325
2.72 , 32.9238 , -112.692 , 32.3774
2.72 , 37.2365 , -113.348 , 34.2325
2.73 , 32.8763 , -112.692 , 32.3537
2.73 , 37.2365 , -113.348 , 34.2325
2.74 , 32.9 , -112.692 , 32.3537
2.74 , 37.2365 , -113.348 , 34.2325
2.75 , 32.9238 , -112.692 , 32.3537
2.75 , 37.2365 , -113.348 , 34.2325
2.76 , 32.9 , -112.692 , 32.3537
2.76 , 37.2365 , -113.348 , 34.2325
2.77 , 32.9238 , -112.692 , 32.3537
2.77 , 37.2365 , -113.348 , 34.2325
2.78 , 33.0901 , -112.715 , 32.3299
2.78 , 37.2365 , -113.348 , 34.2325
2.79 , 34.0165 , -112.692 , 32.3537
2.79 , 37.2365 , -113.348 , 34.2325
2.8 , 35.7506 , -112.692 , 32.3774
2.8 , 37.2365 , -113.348 , 34.2325
2.81 , 36.2732 , -112.715 , 32.3537
2.81 , 37.2365 , -113.348 , 34.2325
2.82 , 36.2969 , -112.715 , 32.3774
2.82 , 37.2365 , -113.348 , 34.2325
2.83 , 36.2732 , -112.692 , 32.3537
2.83 , 37.2365 , -113.348 , 34.2325
2.84 , 36.2732 , -112.715 , 32.3537
2.84 , 37.2365 , -113.348 , 34.2325
2.85 , 36.2969 , -112.692 , 32.3537
2.85 , 37.2365 , -113.348 , 34.2325
2.86 , 36.2969 , -112.692 , 32.3537
2.86 , 37.2365 , -113.348 , 34.2325
2.87 , 36.2969 , -112.715 , 32.3062
2.87 , 37.2365 , -113.348 , 34.2325
2.88 , 36.2732 , -112.715 , 32.2587
2.88 , 37.2365 , -113.348 , 34.2325
2.89 , 36.2732 , -112.715 , 32.3774
2.89 , 37.2365 , -113.348 , 34.2325
2.9 , 36.2969 , -112.692 , 32.3537
